walk_score
39
49
19
31
6
31
55
51
21
42
19
60
58
6
42
18
13
33
36
19
12
60
45
21
20
12
42
11
43
24
28
36
33
25
38
29
38
30
28
31
11
15
31
50
13
26
24
30
50
24
23
25
49
22
49
8
16
20
44
17
28
18
23
18
23
22
18
30
40
55
21
49
16
56
21
26
40
17
17
45
29
25
32
16
54
22
34
30
23
9
36
40
16
53
57
34
63
23
19
32
35
39
21
34
28
59
55
49
25
9
40
38
30
29
29
37
62
36
41
54
25
59
54
8
20
23
39
30
36
58
38
40
32
34
15
28
26
19
9
10
39
40
28
35
23
26
21
36
30
21
24
36
28
65
28
51
38
43
21
6
49
53
21
10
24
26
24
31
25
29
17
11
62
26
40
20
7
33
36
36
39
31
9
40
54
16
11
59
28
45
27
60
36
28
22
32
21
42
21
56
29
45
30
39
35
40
45
36
25
13
41
49
39
29
59
27
49
45
8
19
40
27
22
40
34
29
64
19
43
31
45
55
54
57
17
27
37
20
29
8
33
51
15
56
16
16
44
31
28
36
36
42
45
27
44
15
39
22
64
65
56
55
56
70
37
57
81
87
48
37
39
25
29
83
59
74
53
60
58
44
80
57
26
77
43
81
87
83
26
56
80
85
47
68
84
58
82
68
71
72
76
67
72
30
59
64
65
69
81
31
57
71
61
35
62
26
86
86
57
68
52
53
33
47
55
75
81
19
69
56
68
51
39
85
79
75
56
29
78
56
83
56
87
74
49
54
48
39
80
56
68
86
60
91
37
58
52
75
26
59
15
51
46
48
55
33
82
28
57
61
54
69
17
37
49
83
74
77
63
89
81
81
70
49
58
72
75
65
55
39
51
52
69
61
36
57
88
26
50
58
84
52
51
50
85
80
53
88
78
41
42
71
27
39
84
85
39
71
82
49
58
55
54
55
87
46
24
53
36
42
50
14
11
14
29
59
55
43
57
56
64
64
53
27
82
43
58
65
72
47
76
76
84
75
69
62
75
84
54
59
18
77
79
75
83
47
52
78
29
88
54
64
68
67
71
55
53
26
32
87
56
73
69
89
31
80
49
15
81
70
55
80
2
80
25
19
29
49
26
44
72
49
18
61
35
15
56
40
72
68
71
38
56
60
79
83
19
69
57
53
49
85
43
58
37
65
76
84
67
42
56
79
87
73
51
43
68
42
51
56
56
73
43
89
14
67
60
83
56
55
82
42
65
68
81
76
87
75
32
55
84
10
62
48
43
42
50
56
29
54
68
56
69
78
73
80
43
28
60
42
80
80
64
87
39
85
68
55
80
78
46
78
85
80
45
35
81
54
54
19
82
87
56
80
84
20
15
58
61
68
45
63
47
72
59
40
28
66
74
43
62
85
25
83
56
52
54
84
59
80
39
33
76
57
68
55
24
73
69
79
56
87
68
88
66
78
76
82
87
79
56
77
86
77
84
83
56
56
66
72
19
51
16
61
8
25
19
51
12
5
4
51
24
13
65
37
13
23
11
31
5
25
17
20
2
25
10
60
19
24
24
4
19
14
25
11
23
19
43
11
35
31
16
13
15
8
19
11
34
12
17
17
10
6
13
72
52
43
27
52
11
2
19
12
56
28
11
14
23
33
11
13
22
14
43
14
14
17
32
33
61
12
39
12
24
15
13
14
46
19
24
19
16
11
58
39
14
64
11
13
11
13
31
51
53
29
17
32
12
35
11
14
7
11
31
60
13
22
30
6
9
11
26
15
61
13
32
31
31
9
31
10
10
23
9
56
33
47
51
24
6
31
13
45
32
18
42
8
43
9
10
32
51
11
37
43
3
20
12
27
2
33
30
19
28
31
23
18
9
18
17
8
14
46
15
30
43
12
46
23
23
11
14
13
13
11
64
19
27
38
19
20
11
21
25
16
46
13
14
29
14
15
15
8
16
11
4
22
23
42
3
5
25
20
14
8
53
43
23
26
15
8
12
20
51
68
18
32
16
40
52
26
4
15
29
30
20
25
13
22
42
7
11
33
24
13
30
23
71
19
23
17
8
26
12
35
8
12
9
13
11
7
37
45
12
17
26
11
19
9
18
9
15
9
11
51
26
11
10
39
45
9
43
53
45
60
53
52
83
83
73
53
81
53
82
82
62
53
83
53
46
45
87
53
40
56
41
48
37
83
72
64
73
83
17
61
80
45
38
53
63
36
57
53
82
41
43
43
53
72
46
83
98
81
74
83
79
82
61
53
43
67
58
82
45
45
95
66
72
80
74
56
42
83
41
11
72
53
82
36
53
50
6
56
53
46
53
58
53
65
45
82
53
35
82
82
37
81
82
82
64
57
80
73
46
20
33
79
83
46
73
72
43
83
61
75
82
82
54
75
53
43
53
82
43
55
7
49
53
76
73
73
80
53
80
36
48
49
35
81
51
81
82
48
52
37
81
40
46
82
81
29
62
81
73
61
53
83
83
82
42
44
46
39
6
46
80
63
76
46
82
40
43
61
53
53
20
65
28
82
53
83
81
87
41
83
45
53
53
54
53
82
72
82
53
42
76
42
48
43
78
40
83
37
53
53
53
43
82
46
82
45
47
81
63
57
82
73
83
38
82
83
50
63
53
50
61
80
73
82
53
53
81
63
53
82
81
82
75
82
82
54
83
53
82
53
82
81
82
83
53
82
46
53
63
78
49
64
75
82
82
80
44
83
6
28
50
56
25
12
13
40
6
3
8
5
12
12
32
5
17
7
28
8
12
2
6
10
4
5
10
1
10
5
25
21
6
4
4
1
23
9
13
52
7
7
10
10
7
43
32
1
66
11
7
9
3
46
3
4
5
1
10
7
3
6
9
11
7
4
9
16
1
13
16
99
0
11
1
3
3
36
6
10
9
4
8
20
4
35
13
20
25
14
27
18
1
3
27
46
5
36
28
10
52
6
59
32
7
1
11
34
11
24
28
25
13
6
25
9
60
6
4
3
15
0
9
4
12
11
17
59
3
3
1
1
3
15
3
12
35
21
34
1
2
1
66
38
0
1
12
8
40
28
26
13
1
1
11
39
48
1
1
57
9
17
6
3
14
3
5
12
9
8
1
7
8
13
38
16
53
11
4
4
5
13
11
10
6
6
1
3
11
0
8
7
0
23
2
7
1
2
2
32
28
7
11
8
3
6
18
12
4
2
11
17
10
5
13
2
2
46
18
4
13
3
2
5
15
2
9
10
25
3
4
1
2
3
1
4
4
8
40
5
14
70
24
7
6
1
0
13
13
38
7
3
6
17
19
2
7
6
1
9
6
7
10
4
2
18
5
11
4
8
6
7
39
20
2
8
2
12
20
39
3
9
14
35
9
4
5
6
3
17
4
1
9
26
14
2
19
13
1
7
28
11
29
15
3
10
6
60
13
5
12
13
10
7
13
4
17
9
15
4
43
28
6
7
25
3
1
13
8
5
3
4
4
8
5
9
20
1
3
1
7
12
57
4
3
15
3
1
11
4
3
4
7
4
57
20
32
3
25
3
4
7
51
11
29
14
4
8
0
6
26
4
1
1
72
20
10
32
9
10
14
4
55
8
1
9
2
8
4
15
13
3
3
12
31
3
12
1
8
17
2
13
1
1
4
4
17
13
6
2
4
2
1
1
7
2
7
2
17
17
27
1
7
15
17
6
4
4
4
17
8
10
1
2
0
13
0
10
10
9
1
0
2
22
37
0
18
0
3
2
0
0
9
4
0
10
0
11
16
35
0
6
9
10
10
3
35
0
6
31
0
1
0
41
1
3
37
3
3
2
2
0
17
0
0
7
26
6
16
13
1
41
10
21
1
0
0
2
11
0
0
21
0
0
0
2
0
5
13
8
1
2
2
2
0
42
8
36
2
12
21
12
5
0
10
0
2
51
12
0
0
0
10
8
8
0
0
3
2
49
4
1
2
12
13
12
2
3
0
48
0
1
0
12
2
0
41
1
0
40
2
3
0
4
0
0
2
0
0
0
0
2
3
50
0
7
0
4
6
4
3
3
32
10
3
28
10
0
89
0
10
5
1
3
3
2
0
0
2
6
0
3
16
0
3
10
2
4
38
3
10
35
1
0
0
15
4
11
21
3
49
11
21
5
8
24
1
32
14
4
6
3
49
42
3
3
12
22
9
22
43
38
2
29
2
0
41
22
3
4
2
0
1
43
0
3
0
2
17
3
0
0
3
0
3
0
13
3
36
0
0
1
0
0
1
0
49
0
8
38
42
9
0
0
21
3
3
37
0
1
3
26
1
42
8
3
0
8
3
43
22
7
9
0
0
9
24
8
2
3
1
12
16
0
3
3
3
29
3
2
16
26
28
1
49
3
1
2
0
3
8
2
21
1
16
0
0
2
1
9
6
3
1
14
16
28
13
0
16
0
3
2
1
0
0
42
7
11
1
34
3
1
16
